qid,literal_question_text,themes
qid_cohortcyear11q29f,"How much do you agree with the following statement? The more money people have, the more they should give some of their money to charity.",Politics and Society
qid_cohortcyear11q29g,How much do you agree with the following statement? Young people should give some of their time to charity.,Politics and Society
qid_cohortcyear11q30,"If you were to donate £10 to a charity, which ONE type of charity would you give it to?",Politics and Society
qid_cohortcyear11q31a,"Have you raised money for charity in the past year, month or week?",Politics and Society
qid_cohortcyear11q31b,"Have you given money to charity in the past year, month or week?",Politics and Society
qid_cohortcyear11q31c,"Have you given items to charity in the past year, month or week?",Politics and Society
qid_cohortcyear11q31d,"Have you watched a TV programme that raised money for charity in the past year, month or week?",Politics and Society
qid_cohortcyear11q32a,What was the last charity your school supported?,Politics and Society
qid_cohortcyear11q32b,"If you don't know the name of the last charity your school supported, why?",Politics and Society
qid_cohortcyear11q33a,Are you involved in any clubs at school?,School and learning
qid_cohortcyear11q33b,Please list the clubs you are involved with.,School and learning
qid_cohortcyear11q34a,"Please state how much you agree with the following statement. Out of school, I am free to choose what clothes I want to wear.",Out of school activities and routines
qid_cohortcyear11q34b,"Please state how much you agree with the following statement. When I go out, my parents tell me I have to be home at a certain time.",Out of school activities and routines
qid_cohortcyear11q34c,"Please state how much you agree with the following statement. When I have money, I am allowed to spend it however I want.",Out of school activities and routines
qid_cohortcyear11q35,What kind of a home do you live in?,Background variables
qid_cohortcyear11q36a,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to use animals in medical research.",Politics and Society
qid_cohortcyear11q36b,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to hunt animals for sport?",Politics and Society
qid_cohortcyear11q36c,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to kill animals for their dur?",Politics and Society
qid_cohortcyear11q36d,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to hunt animals for food?",Politics and Society
qid_cohortcyear11q36e,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to kill animals to stop the spread of disease?",Politics and Society
qid_cohortcyear11q37a,Do you have pets at home?,"Family, friends and relationships "
qid_cohortcyear11q37b,What kind of pets do you have?,"Family, friends and relationships "
qid_cohortcyear11q38a,Do you eat meat?,Politics and Society 
qid_cohortcyear11q38b,Do you eat fish?,Politics and Society 
qid_cohortcyear11q38c,Do either of our parents eat meat?,"Politics and Society, Family, friends and relationships "
qid_cohortcyear11q38d,Do either of your parents eat fish?,"Politics and Society, Family, friends and relationships  "
qid_cohortcyear11q39a,Please state how much you agree with the following statement. Eating little or no meat is better for the environment.,Politics and Society
qid_cohortcyear11q39b,Please state how much you agree with the following statement. Eating little or no meat is healthier.,Politics and Society
qid_cohortcyear11q39c,Please state how much you agree with the following statement. eating little or no meat is better for animal welfare.,Politics and Society
qid_cohortcyear11q40a,Which of the following best describes your religious beliefs?,Politics and Society
qid_cohortcyear11q40b,"If you know anyone who has any of the following religious beliefs, please fill in the appropriate circle below. Fill in as many circles as needed.",Politics and Society
qid_cohortcyear11q41,"Do you attend special events like baptisms, weddings and funerals that are associated with a religion?",Politics and Society
qid_cohortcyear11q42,"Apart from special events like baptisms, weddings and funerals, how often do you attend services or meetings associated with a religion?",Politics and Society
